v1 False
v2 True
v3 True
v4 True
v5 False
v6 False
v7 False
v8 True
v9 False
v10 False
v11 False
v12 True
v13 False
v14 True
v15 True
v16 True
v17 False
v18 False
v19 False
v20 True
v21 True
v22 False
v23 True
v24 True
v25 False
v26 False
v27 True
v28 True
v29 True
v30 True
v31 False
v32 True
v33 True
v34 True
v35 False
v36 False
v37 True
v38 False
v39 False
v40 True
v41 True
v42 False
v43 True
v44 True
v45 False
v46 False
v47 True
v48 True
v49 False
v50 True
v51 False
v52 False
v53 True
v54 True
v55 True
v56 False
v57 False
v58 False
v59 True
v60 True
v61 True
v62 False
v63 True
v64 False
v65 False
v66 False
v67 True
v68 False
v69 False
v70 False
v71 True
v72 True
v73 True
v74 True
v75 False
v76 True
v77 False
v78 False
v79 True
v80 True
v81 False
v82 False
v83 True
v84 True
v85 False
v86 True
v87 True
v88 False
v89 False
v90 False
v91 False
v92 False
v93 True
v94 True
v95 False
v96 False
v97 True
v98 False
v99 False
v100 False
v101 True
v102 False
v103 False
v104 True
v105 False
v106 False
v107 True
v108 True
v109 True
v110 False
v111 True
v112 False
v113 True
v114 False
v115 False
v116 True
v117 False
v118 True
v119 False
v120 True
v121 False
v122 False
v123 True
v124 False
v125 True
v126 False
v127 False
v128 True
v129 True
v130 False
v131 True
v132 False
v133 True
v134 True
v135 True
v136 False
v137 False
v138 False
v139 True
v140 False
v141 True
v142 False
v143 True
v144 False
v145 True
v146 True
v147 True
v148 True
v149 False
v150 True
v151 False
v152 True
v153 False
v154 False
v155 False
v156 False
v157 True
v158 False
v159 True
v160 False
v161 False
v162 True
v163 True
v164 False
v165 False
v166 False
v167 False
v168 True
v169 True
v170 True
v171 True
v172 False
v173 True
v174 True
v175 True
v176 True
v177 False
v178 True
v179 False
v180 False
v181 False
v182 False
v183 False
v184 False
v185 False
v186 False
v187 False
v188 True
v189 False
v190 False
v191 True
v192 True
v193 True
v194 False
v195 True
v196 True
v197 True
v198 True
v199 False
v200 False
v201 False
v202 True
v203 True
v204 True
v205 False
v206 False
v207 False
v208 False
v209 False
v210 True
v211 True
v212 True
v213 True
v214 False
v215 False
v216 True
v217 True
v218 False
v219 False
v220 False
v221 True
v222 True
v223 True
v224 False
v225 False
v226 True
v227 False
v228 True
v229 False
v230 False
v231 False
v232 False
v233 False
v234 False
v235 True
v236 True
v237 True
v238 False
v239 False
v240 False
v241 True
v242 False
v243 False
v244 False
v245 False
v246 False
v247 False
v248 True
v249 True
v250 True
v251 True
v252 True
v253 True
v254 True
v255 True
v256 False
v257 True
v258 True
v259 False
v260 False
v261 False
v262 True
v263 True
v264 False
v265 True
v266 True
v267 True
v268 False
v269 False
v270 True
v271 True
v272 True
v273 False
v274 False
v275 False
v276 False
v277 False
v278 False
v279 False
v280 False
v281 False
v282 False
v283 False
v284 True
v285 False
v286 False
v287 False
v288 True
v289 True
v290 False
v291 False
v292 False
v293 False
v294 False
v295 False
v296 False
v297 True
v298 False
v299 True
v300 True
